,,,Bandar Kuota,,,,,,
,,,Saldo Stock,,,,,,
,,,,,,,,,,,,,
,Group,,,,,,,,,,,,,
,VOUCHER,,,,,,,,,,,,,
,Merk,Model,,,,,,,,,,
,VOUCER AXIS,< kosong >,,,,,,,,,,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001354,V. INDOSAT 4 GB 5HR/ 2.5 gb 5hr,39 PCS,33 PCS,27 PCS,24 PCS,35 PCS,32 PCS,27 PCS,25 PCS,
001356,V. INDOSAT 6 GB 2HR/ 5 gb 2hr,8 PCS,10 PCS,37 PCS,24 PCS,12 PCS,24 PCS,18 PCS,22 PCS,
001357,V. INDOSAT 9 GB 5HR/5/6 gb 5hr,8 PCS,8 PCS,9 PCS,8 PCS,7 PCS,5 PCS,3 PCS,9 PCS,
001358,V. INDOSAT 9 GB 7HR/ 7 gb 7hr,9 PCS,9 PCS,7 PCS,8 PCS,8 PCS,6 PCS,8 PCS,6 PCS,
002252,V. INDOSAT 6 GB 5HR/3.5/4gb 5hr,5 PCS,9 PCS,8 PCS,8 PCS,7 PCS,5 PCS,9 PCS,9 PCS,
002602,V. INDOSAT 5 GB 1HR/2gb 1hr,16 PCS,8 PCS,12 PCS,20 PCS,12 PCS,9 PCS,9 PCS,8 PCS,
TOTAL,85.00,77.00,100.00,92.00,81.00,81.00,74.00,79.00,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001354,V. INDOSAT 4 GB 5HR/ 2.5 gb 5hr,18 PCS,38 PCS,53 PCS,24 PCS,18 PCS,25 PCS,22 PCS,21 PCS,
001356,V. INDOSAT 6 GB 2HR/ 5 gb 2hr,19 PCS,29 PCS,30 PCS,14 PCS,15 PCS,19 PCS,30 PCS,17 PCS,
001357,V. INDOSAT 9 GB 5HR/5/6 gb 5hr,9 PCS,11 PCS,13 PCS,11 PCS,7 PCS,5 PCS,9 PCS,8 PCS,
001358,V. INDOSAT 9 GB 7HR/ 7 gb 7hr,6 PCS,8 PCS,12 PCS,6 PCS,6 PCS,7 PCS,7 PCS,7 PCS,
002252,V. INDOSAT 6 GB 5HR/3.5/4gb 5hr,8 PCS,5 PCS,8 PCS,6 PCS,4 PCS,4 PCS,12 PCS,9 PCS,
002602,V. INDOSAT 5 GB 1HR/2gb 1hr,11 PCS,9 PCS,6 PCS,9 PCS,8 PCS,11 PCS,7 PCS,11 PCS,
TOTAL,71.00,100.00,122.00,70.00,58.00,71.00,87.00,73.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
001354,V. INDOSAT 4 GB 5HR/ 2.5 gb 5hr,19 PCS,34 PCS,35 PCS,20 PCS,22 PCS,18 PCS,20 PCS,51 PCS,
001356,V. INDOSAT 6 GB 2HR/ 5 gb 2hr,24 PCS,24 PCS,21 PCS,23 PCS,23 PCS,22 PCS,31 PCS,45 PCS,
001357,V. INDOSAT 9 GB 5HR/5/6 gb 5hr,8 PCS,9 PCS,7 PCS,9 PCS,8 PCS,7 PCS,10 PCS,17 PCS,
001358,V. INDOSAT 9 GB 7HR/ 7 gb 7hr,5 PCS,8 PCS,8 PCS,5 PCS,6 PCS,5 PCS,7 PCS,13 PCS,
002252,V. INDOSAT 6 GB 5HR/3.5/4gb 5hr,9 PCS,6 PCS,10 PCS,7 PCS,8 PCS,8 PCS,8 PCS,12 PCS,
002602,V. INDOSAT 5 GB 1HR/2gb 1hr,1 PCS,14 PCS,11 PCS,5 PCS,3 PCS,7 PCS,3 PCS,16 PCS,
TOTAL,66.00,95.00,92.00,69.00,70.00,67.00,79.00,154.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
001354,V. INDOSAT 4 GB 5HR/ 2.5 gb 5hr,93 PCS,28 PCS,32 PCS,22 PCS,26 PCS,29 PCS,17 PCS,50 PCS,
001356,V. INDOSAT 6 GB 2HR/ 5 gb 2hr,0 PCS,17 PCS,28 PCS,32 PCS,2 PCS,13 PCS,11 PCS,45 PCS,
001357,V. INDOSAT 9 GB 5HR/5/6 gb 5hr,0 PCS,8 PCS,11 PCS,17 PCS,9 PCS,16 PCS,9 PCS,20 PCS,
001358,V. INDOSAT 9 GB 7HR/ 7 gb 7hr,0 PCS,8 PCS,7 PCS,8 PCS,0 PCS,2 PCS,6 PCS,12 PCS,
002252,V. INDOSAT 6 GB 5HR/3.5/4gb 5hr,0 PCS,9 PCS,11 PCS,15 PCS,6 PCS,5 PCS,9 PCS,13 PCS,
002602,V. INDOSAT 5 GB 1HR/2gb 1hr,0 PCS,5 PCS,8 PCS,6 PCS,7 PCS,14 PCS,8 PCS,15 PCS,
TOTAL,93.00,75.00,97.00,100.00,50.00,79.00,60.00,155.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001354,V. INDOSAT 4 GB 5HR/ 2.5 gb 5hr,36 PCS,35 PCS,1279 PCS,,,,,,,
001356,V. INDOSAT 6 GB 2HR/ 5 gb 2hr,29 PCS,28 PCS,862 PCS,,,,,,,
001357,V. INDOSAT 9 GB 5HR/5/6 gb 5hr,11 PCS,12 PCS,392 PCS,,,,,,,
001358,V. INDOSAT 9 GB 7HR/ 7 gb 7hr,5 PCS,8 PCS,308 PCS,,,,,,,
002252,V. INDOSAT 6 GB 5HR/3.5/4gb 5hr,10 PCS,11 PCS,331 PCS,,,,,,,
002602,V. INDOSAT 5 GB 1HR/2gb 1hr,14 PCS,15 PCS,444 PCS,,,,,,,
TOTAL,105.00,109.00,"3,616.00",,,,,,,
,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER SMART,SEGEL,,,,,,,,,
Kode Item,Nama Item,DM (C),Gudang,TOTAL,,,,,,,
001362,V. SMARTFREN KOSONG,0 PCS,"1,109 PCS",1109 PCS,,,,,,,
TOTAL,0.00,"1,109.00","1,109.00",,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER SMART,< kosong >,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001367,V. SMARTFREN UNLI 28HR 5G,,,,,,,,,
001370,V. SMARTFREN 6 GB NONSTOP (6+15),2 PCS,0 PCS,2 PCS,1 PCS,0 PCS,5 PCS,2 PCS,1 PCS,
TOTAL,2.00,0.00,2.00,1.00,0.00,5.00,2.00,1.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001367,V. SMARTFREN UNLI 28HR 5G,,,,,,,,,
001370,V. SMARTFREN 6 GB NONSTOP (6+15),0 PCS,3 PCS,0 PCS,2 PCS,5 PCS,2 PCS,4 PCS,4 PCS,
TOTAL,0.00,3.00,0.00,2.00,5.00,2.00,4.00,4.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001367,V. SMARTFREN UNLI 28HR 5G,,,2 PCS,,,,,,
001370,V. SMARTFREN 6 GB NONSTOP (6+15),3 PCS,3 PCS,2 PCS,3 PCS,5 PCS,4 PCS,5 PCS,2 PCS,
TOTAL,3.00,3.00,4.00,3.00,5.00,4.00,5.00,2.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
001367,V. SMARTFREN UNLI 28HR 5G,,,,,,,,0 PCS,
001370,V. SMARTFREN 6 GB NONSTOP (6+15),5 PCS,3 PCS,0 PCS,4 PCS,6 PCS,5 PCS,4 PCS,3 PCS,
TOTAL,5.00,3.00,0.00,4.00,6.00,5.00,4.00,3.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
001367,V. SMARTFREN UNLI 28HR 5G,0 PCS,,,0 PCS,,2 PCS,,,
001370,V. SMARTFREN 6 GB NONSTOP (6+15),0 PCS,3 PCS,4 PCS,5 PCS,4 PCS,0 PCS,1 PCS,7 PCS,
TOTAL,0.00,3.00,4.00,5.00,4.00,2.00,1.00,7.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001367,V. SMARTFREN UNLI 28HR 5G,,,4 PCS,,,,,,,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001370,V. SMARTFREN 6 GB NONSTOP (6+15),2 PCS,5 PCS,121 PCS,,,,,,,
TOTAL,2.00,5.00,125.00,,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER SMART HARIAN,COCKTAIL,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001365,V. SMARTFREN 4 GB 5HR,1 PCS,5 PCS,4 PCS,0 PCS,7 PCS,10 PCS,5 PCS,6 PCS,
TOTAL,1.00,5.00,4.00,0.00,7.00,10.00,5.00,6.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001365,V. SMARTFREN 4 GB 5HR,6 PCS,6 PCS,4 PCS,1 PCS,9 PCS,0 PCS,12 PCS,5 PCS,
TOTAL,6.00,6.00,4.00,1.00,9.00,0.00,12.00,5.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001365,V. SMARTFREN 4 GB 5HR,10 PCS,4 PCS,8 PCS,7 PCS,4 PCS,3 PCS,8 PCS,11 PCS,
TOTAL,10.00,4.00,8.00,7.00,4.00,3.00,8.00,11.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
001365,V. SMARTFREN 4 GB 5HR,6 PCS,3 PCS,0 PCS,10 PCS,7 PCS,8 PCS,4 PCS,18 PCS,
TOTAL,6.00,3.00,0.00,10.00,7.00,8.00,4.00,18.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
001365,V. SMARTFREN 4 GB 5HR,0 PCS,5 PCS,10 PCS,4 PCS,2 PCS,7 PCS,1 PCS,4 PCS,
TOTAL,0.00,5.00,10.00,4.00,2.00,7.00,1.00,4.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001365,V. SMARTFREN 4 GB 5HR,5 PCS,4 PCS,234 PCS,,,,,,,
TOTAL,5.00,4.00,234.00,,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER SMART HARIAN,< kosong >,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001361,V. SMARTFREN 1 GB 3HR,10 PCS,15 PCS,10 PCS,11 PCS,14 PCS,6 PCS,5 PCS,9 PCS,
001363,V. SMARTFREN 2 GB 7HR,7 PCS,3 PCS,7 PCS,6 PCS,0 PCS,5 PCS,7 PCS,8 PCS,
001364,V. SMARTFREN 4 GB 3HR,11 PCS,8 PCS,8 PCS,2 PCS,10 PCS,5 PCS,4 PCS,6 PCS,
001366,V. SMARTFREN UNLI 7HR 5G,4 PCS,4 PCS,2 PCS,4 PCS,4 PCS,2 PCS,1 PCS,2 PCS,
001368,V. SMARTFREN 6 GB 7HR,0 PCS,1 PCS,10 PCS,1 PCS,8 PCS,11 PCS,7 PCS,5 PCS,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001369,V. SMARTFREN UNLI 14HR 5G,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,
001371,V. SMARTFREN 3 GB UNLI 7HR,4 PCS,2 PCS,4 PCS,0 PCS,3 PCS,0 PCS,4 PCS,0 PCS,
TOTAL,38.00,35.00,43.00,26.00,41.00,31.00,30.00,32.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001361,V. SMARTFREN 1 GB 3HR,3 PCS,8 PCS,9 PCS,7 PCS,8 PCS,7 PCS,12 PCS,10 PCS,
001363,V. SMARTFREN 2 GB 7HR,7 PCS,5 PCS,5 PCS,6 PCS,8 PCS,6 PCS,15 PCS,11 PCS,
001364,V. SMARTFREN 4 GB 3HR,8 PCS,9 PCS,13 PCS,5 PCS,6 PCS,6 PCS,9 PCS,9 PCS,
001366,V. SMARTFREN UNLI 7HR 5G,4 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,
001368,V. SMARTFREN 6 GB 7HR,9 PCS,13 PCS,12 PCS,10 PCS,9 PCS,4 PCS,4 PCS,10 PCS,
001369,V. SMARTFREN UNLI 14HR 5G,2 PCS,0 PCS,2 PCS,2 PCS,0 PCS,0 PCS,2 PCS,2 PCS,
001371,V. SMARTFREN 3 GB UNLI 7HR,4 PCS,5 PCS,2 PCS,0 PCS,1 PCS,3 PCS,1 PCS,4 PCS,
TOTAL,37.00,42.00,45.00,32.00,34.00,28.00,45.00,48.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001361,V. SMARTFREN 1 GB 3HR,6 PCS,17 PCS,11 PCS,7 PCS,6 PCS,2 PCS,8 PCS,8 PCS,
001363,V. SMARTFREN 2 GB 7HR,4 PCS,16 PCS,8 PCS,1 PCS,8 PCS,7 PCS,2 PCS,9 PCS,
001364,V. SMARTFREN 4 GB 3HR,10 PCS,7 PCS,9 PCS,4 PCS,2 PCS,6 PCS,6 PCS,7 PCS,
001366,V. SMARTFREN UNLI 7HR 5G,2 PCS,2 PCS,4 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,
001368,V. SMARTFREN 6 GB 7HR,8 PCS,13 PCS,9 PCS,7 PCS,9 PCS,7 PCS,5 PCS,8 PCS,
001369,V. SMARTFREN UNLI 14HR 5G,0 PCS,2 PCS,2 PCS,2 PCS,,0 PCS,2 PCS,2 PCS,
001371,V. SMARTFREN 3 GB UNLI 7HR,4 PCS,2 PCS,1 PCS,0 PCS,3 PCS,3 PCS,3 PCS,4 PCS,
TOTAL,34.00,59.00,44.00,23.00,30.00,27.00,28.00,40.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
001361,V. SMARTFREN 1 GB 3HR,5 PCS,8 PCS,9 PCS,6 PCS,5 PCS,5 PCS,9 PCS,8 PCS,
001363,V. SMARTFREN 2 GB 7HR,3 PCS,0 PCS,5 PCS,12 PCS,3 PCS,7 PCS,7 PCS,11 PCS,
001364,V. SMARTFREN 4 GB 3HR,3 PCS,7 PCS,5 PCS,9 PCS,7 PCS,7 PCS,7 PCS,8 PCS,
001366,V. SMARTFREN UNLI 7HR 5G,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,
001368,V. SMARTFREN 6 GB 7HR,10 PCS,11 PCS,5 PCS,9 PCS,4 PCS,10 PCS,11 PCS,9 PCS,
001369,V. SMARTFREN UNLI 14HR 5G,0 PCS,2 PCS,2 PCS,1 PCS,1 PCS,0 PCS,,2 PCS,
001371,V. SMARTFREN 3 GB UNLI 7HR,4 PCS,4 PCS,3 PCS,3 PCS,0 PCS,4 PCS,2 PCS,4 PCS,
TOTAL,27.00,34.00,31.00,42.00,22.00,35.00,38.00,44.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),PETSHOP,
001361,V. SMARTFREN 1 GB 3HR,0 PCS,6 PCS,7 PCS,14 PCS,11 PCS,14 PCS,4 PCS,0 PCS,
,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),PETSHOP,
001363,V. SMARTFREN 2 GB 7HR,0 PCS,6 PCS,3 PCS,0 PCS,5 PCS,3 PCS,8 PCS,,
001364,V. SMARTFREN 4 GB 3HR,0 PCS,9 PCS,8 PCS,11 PCS,8 PCS,2 PCS,5 PCS,,
001366,V. SMARTFREN UNLI 7HR 5G,0 PCS,2 PCS,2 PCS,4 PCS,2 PCS,3 PCS,2 PCS,,
001368,V. SMARTFREN 6 GB 7HR,0 PCS,10 PCS,14 PCS,11 PCS,0 PCS,11 PCS,6 PCS,,
001369,V. SMARTFREN UNLI 14HR 5G,0 PCS,2 PCS,2 PCS,2 PCS,2 PCS,2 PCS,0 PCS,,
001371,V. SMARTFREN 3 GB UNLI 7HR,0 PCS,6 PCS,4 PCS,0 PCS,3 PCS,0 PCS,2 PCS,,
TOTAL,0.00,41.00,40.00,42.00,31.00,35.00,27.00,0.00,
Kode Item,Nama Item,RK (C),SA (C),SS (C),TOTAL,,,,,,
001361,V. SMARTFREN 1 GB 3HR,16 PCS,12 PCS,8 PCS,356 PCS,,,,,,
001363,V. SMARTFREN 2 GB 7HR,5 PCS,10 PCS,7 PCS,256 PCS,,,,,,
001364,V. SMARTFREN 4 GB 3HR,10 PCS,8 PCS,13 PCS,297 PCS,,,,,,
001366,V. SMARTFREN UNLI 7HR 5G,2 PCS,4 PCS,2 PCS,98 PCS,,,,,,
001368,V. SMARTFREN 6 GB 7HR,11 PCS,0 PCS,13 PCS,325 PCS,,,,,,
001369,V. SMARTFREN UNLI 14HR 5G,2 PCS,2 PCS,2 PCS,60 PCS,,,,,,
001371,V. SMARTFREN 3 GB UNLI 7HR,0 PCS,4 PCS,1 PCS,101 PCS,,,,,,
TOTAL,46.00,40.00,46.00,"1,493.00",,,,,,
,Merk,Model,,,,,,,,,
,VOUCER SMART TEMBAKAN,COCKTAIL,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
002395,V. SVSRM SMART 11GB+5GB 30HR,5 PCS,5 PCS,4 PCS,5 PCS,5 PCS,5 PCS,4 PCS,6 PCS,
002396,V. SVSRL SMART 30GB 30HR,4 PCS,4 PCS,4 PCS,4 PCS,5 PCS,4 PCS,4 PCS,2 PCS,
002397,V. SVSR2L SMART 48GB 30HR,3 PCS,3 PCS,3 PCS,5 PCS,3 PCS,3 PCS,3 PCS,3 PCS,
002416,V. SVSR28H SMART UNLI 28HR,9 PCS,9 PCS,11 PCS,9 PCS,11 PCS,10 PCS,1 PCS,4 PCS,
TOTAL,21.00,21.00,22.00,23.00,24.00,22.00,12.00,15.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
002395,V. SVSRM SMART 11GB+5GB 30HR,6 PCS,4 PCS,5 PCS,6 PCS,4 PCS,4 PCS,4 PCS,4 PCS,
002396,V. SVSRL SMART 30GB 30HR,4 PCS,3 PCS,4 PCS,3 PCS,3 PCS,2 PCS,2 PCS,2 PCS,
002397,V. SVSR2L SMART 48GB 30HR,3 PCS,2 PCS,3 PCS,4 PCS,3 PCS,2 PCS,2 PCS,2 PCS,
002416,V. SVSR28H SMART UNLI 28HR,10 PCS,8 PCS,12 PCS,10 PCS,7 PCS,6 PCS,8 PCS,7 PCS,
TOTAL,23.00,17.00,24.00,23.00,17.00,14.00,16.00,15.00,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
002395,V. SVSRM SMART 11GB+5GB 30HR,4 PCS,5 PCS,8 PCS,4 PCS,2 PCS,2 PCS,2 PCS,4 PCS,
002396,V. SVSRL SMART 30GB 30HR,2 PCS,3 PCS,4 PCS,2 PCS,2 PCS,2 PCS,3 PCS,2 PCS,
002397,V. SVSR2L SMART 48GB 30HR,2 PCS,3 PCS,5 PCS,4 PCS,2 PCS,2 PCS,3 PCS,2 PCS,
002416,V. SVSR28H SMART UNLI 28HR,7 PCS,8 PCS,13 PCS,9 PCS,6 PCS,6 PCS,7 PCS,5 PCS,
TOTAL,15.00,19.00,30.00,19.00,12.00,12.00,15.00,13.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
002395,V. SVSRM SMART 11GB+5GB 30HR,2 PCS,5 PCS,3 PCS,1 PCS,2 PCS,2 PCS,2 PCS,6 PCS,
002396,V. SVSRL SMART 30GB 30HR,2 PCS,2 PCS,2 PCS,3 PCS,2 PCS,2 PCS,2 PCS,4 PCS,
002397,V. SVSR2L SMART 48GB 30HR,2 PCS,3 PCS,3 PCS,2 PCS,3 PCS,2 PCS,2 PCS,4 PCS,
002416,V. SVSR28H SMART UNLI 28HR,5 PCS,10 PCS,10 PCS,6 PCS,4 PCS,4 PCS,6 PCS,10 PCS,
TOTAL,11.00,20.00,18.00,12.00,11.00,10.00,12.00,24.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
002395,V. SVSRM SMART 11GB+5GB 30HR,0 PCS,4 PCS,3 PCS,6 PCS,3 PCS,2 PCS,4 PCS,6 PCS,
002396,V. SVSRL SMART 30GB 30HR,0 PCS,3 PCS,2 PCS,5 PCS,2 PCS,3 PCS,3 PCS,4 PCS,
002397,V. SVSR2L SMART 48GB 30HR,0 PCS,4 PCS,4 PCS,5 PCS,3 PCS,4 PCS,3 PCS,3 PCS,
002416,V. SVSR28H SMART UNLI 28HR,0 PCS,8 PCS,4 PCS,4 PCS,9 PCS,0 PCS,6 PCS,9 PCS,
TOTAL,0.00,19.00,13.00,20.00,17.00,9.00,16.00,22.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
002395,V. SVSRM SMART 11GB+5GB 30HR,4 PCS,3 PCS,165 PCS,,,,,,,
002396,V. SVSRL SMART 30GB 30HR,3 PCS,3 PCS,121 PCS,,,,,,,
002397,V. SVSR2L SMART 48GB 30HR,4 PCS,2 PCS,123 PCS,,,,,,,
002416,V. SVSR28H SMART UNLI 28HR,6 PCS,10 PCS,304 PCS,,,,,,,
TOTAL,17.00,18.00,713.00,,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER TELKOMSEL,< kosong >,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001382,V. BYU 6 GB 2HR,12 PCS,7 PCS,13 PCS,11 PCS,13 PCS,8 PCS,10 PCS,12 PCS,
001384,V. BYU 11 GB 5HR,6 PCS,5 PCS,5 PCS,5 PCS,10 PCS,15 PCS,7 PCS,9 PCS,
001388,V. TELKOMSEL 7 GB 28HR,19 PCS,19 PCS,15 PCS,20 PCS,22 PCS,16 PCS,16 PCS,21 PCS,
002286,V. TELKOMSEL 18 GB 28HR,18 PCS,10 PCS,16 PCS,11 PCS,17 PCS,10 PCS,8 PCS,9 PCS,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
TOTAL,55.00,41.00,49.00,47.00,62.00,49.00,41.00,51.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001382,V. BYU 6 GB 2HR,11 PCS,9 PCS,11 PCS,13 PCS,11 PCS,9 PCS,11 PCS,6 PCS,
001384,V. BYU 11 GB 5HR,7 PCS,6 PCS,7 PCS,7 PCS,7 PCS,8 PCS,9 PCS,6 PCS,
001388,V. TELKOMSEL 7 GB 28HR,22 PCS,12 PCS,20 PCS,22 PCS,13 PCS,14 PCS,14 PCS,18 PCS,
002286,V. TELKOMSEL 18 GB 28HR,18 PCS,10 PCS,18 PCS,12 PCS,10 PCS,10 PCS,5 PCS,9 PCS,
TOTAL,58.00,37.00,56.00,54.00,41.00,41.00,39.00,39.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001382,V. BYU 6 GB 2HR,7 PCS,10 PCS,12 PCS,12 PCS,9 PCS,9 PCS,8 PCS,9 PCS,
001384,V. BYU 11 GB 5HR,8 PCS,7 PCS,12 PCS,5 PCS,6 PCS,7 PCS,8 PCS,8 PCS,
001388,V. TELKOMSEL 7 GB 28HR,14 PCS,14 PCS,16 PCS,19 PCS,10 PCS,12 PCS,13 PCS,19 PCS,
002286,V. TELKOMSEL 18 GB 28HR,8 PCS,6 PCS,4 PCS,5 PCS,2 PCS,5 PCS,4 PCS,11 PCS,
TOTAL,37.00,37.00,44.00,41.00,27.00,33.00,33.00,47.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
001382,V. BYU 6 GB 2HR,5 PCS,10 PCS,10 PCS,8 PCS,9 PCS,7 PCS,8 PCS,12 PCS,
001384,V. BYU 11 GB 5HR,7 PCS,6 PCS,8 PCS,6 PCS,8 PCS,6 PCS,8 PCS,10 PCS,
001388,V. TELKOMSEL 7 GB 28HR,10 PCS,20 PCS,20 PCS,11 PCS,9 PCS,11 PCS,10 PCS,16 PCS,
002286,V. TELKOMSEL 18 GB 28HR,5 PCS,9 PCS,4 PCS,6 PCS,8 PCS,7 PCS,7 PCS,11 PCS,
TOTAL,27.00,45.00,42.00,31.00,34.00,31.00,33.00,49.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
001382,V. BYU 6 GB 2HR,0 PCS,12 PCS,11 PCS,11 PCS,7 PCS,8 PCS,7 PCS,12 PCS,
001384,V. BYU 11 GB 5HR,0 PCS,12 PCS,7 PCS,10 PCS,9 PCS,9 PCS,6 PCS,14 PCS,
001388,V. TELKOMSEL 7 GB 28HR,112 PCS,16 PCS,15 PCS,21 PCS,17 PCS,16 PCS,10 PCS,20 PCS,
