,,,Bandar Kuota,,,,,,
,,,Saldo Stock,,,,,,
,,,,,,,,,,,,,
,Group,,,,,,,,,,,,,
,VOUCHER,,,,,,,,,,,,,
,Merk,Model,,,,,,,,,,
,VOUCER AXIS,< kosong >,,,,,,,,,,
002286,V. TELKOMSEL 18 GB 28HR,0 PCS,2 PCS,10 PCS,14 PCS,6 PCS,4 PCS,8 PCS,20 PCS,
TOTAL,112.00,42.00,43.00,56.00,39.00,37.00,31.00,66.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001382,V. BYU 6 GB 2HR,10 PCS,9 PCS,399 PCS,,,,,,,
001384,V. BYU 11 GB 5HR,10 PCS,11 PCS,327 PCS,,,,,,,
001388,V. TELKOMSEL 7 GB 28HR,14 PCS,15 PCS,763 PCS,,,,,,,
002286,V. TELKOMSEL 18 GB 28HR,7 PCS,6 PCS,370 PCS,,,,,,,
TOTAL,41.00,41.00,"1,859.00",,,,,,,
,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER TELKOMSEL HARIAN,< kosong >,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001387,V. TELKOMSEL 4 GB 1HR,18 PCS,16 PCS,13 PCS,11 PCS,17 PCS,12 PCS,11 PCS,15 PCS,
002751,V. TELKOMSEL 6 GB 2HR,36 PCS,37 PCS,30 PCS,31 PCS,29 PCS,32 PCS,19 PCS,29 PCS,
002752,V. TELKOMSEL 5 GB 3HR,17 PCS,15 PCS,12 PCS,12 PCS,21 PCS,20 PCS,10 PCS,14 PCS,
002753,V. TELKOMSEL 4 GB 5HR,61 PCS,52 PCS,34 PCS,47 PCS,64 PCS,44 PCS,31 PCS,50 PCS,
002754,V. TELKOMSEL 6 GB 5HR,17 PCS,15 PCS,18 PCS,17 PCS,27 PCS,19 PCS,14 PCS,18 PCS,
TOTAL,149.00,135.00,107.00,118.00,158.00,127.00,85.00,126.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001387,V. TELKOMSEL 4 GB 1HR,13 PCS,11 PCS,12 PCS,14 PCS,12 PCS,11 PCS,11 PCS,9 PCS,
002751,V. TELKOMSEL 6 GB 2HR,28 PCS,22 PCS,41 PCS,38 PCS,17 PCS,22 PCS,18 PCS,23 PCS,
002752,V. TELKOMSEL 5 GB 3HR,18 PCS,8 PCS,20 PCS,15 PCS,11 PCS,10 PCS,11 PCS,12 PCS,
002753,V. TELKOMSEL 4 GB 5HR,48 PCS,32 PCS,54 PCS,56 PCS,28 PCS,34 PCS,33 PCS,39 PCS,
002754,V. TELKOMSEL 6 GB 5HR,17 PCS,11 PCS,21 PCS,18 PCS,17 PCS,14 PCS,15 PCS,21 PCS,
TOTAL,124.00,84.00,148.00,141.00,85.00,91.00,88.00,104.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001387,V. TELKOMSEL 4 GB 1HR,10 PCS,13 PCS,17 PCS,11 PCS,11 PCS,9 PCS,10 PCS,12 PCS,
002751,V. TELKOMSEL 6 GB 2HR,25 PCS,17 PCS,32 PCS,26 PCS,30 PCS,22 PCS,26 PCS,27 PCS,
002752,V. TELKOMSEL 5 GB 3HR,9 PCS,12 PCS,17 PCS,10 PCS,7 PCS,9 PCS,9 PCS,9 PCS,
002753,V. TELKOMSEL 4 GB 5HR,38 PCS,42 PCS,51 PCS,39 PCS,33 PCS,34 PCS,31 PCS,47 PCS,
002754,V. TELKOMSEL 6 GB 5HR,17 PCS,17 PCS,23 PCS,23 PCS,15 PCS,15 PCS,15 PCS,15 PCS,
TOTAL,99.00,101.00,140.00,109.00,96.00,89.00,91.00,110.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
001387,V. TELKOMSEL 4 GB 1HR,6 PCS,15 PCS,12 PCS,9 PCS,8 PCS,8 PCS,7 PCS,14 PCS,
002751,V. TELKOMSEL 6 GB 2HR,15 PCS,34 PCS,21 PCS,21 PCS,20 PCS,19 PCS,18 PCS,37 PCS,
002752,V. TELKOMSEL 5 GB 3HR,8 PCS,17 PCS,10 PCS,9 PCS,8 PCS,6 PCS,5 PCS,21 PCS,
002753,V. TELKOMSEL 4 GB 5HR,22 PCS,48 PCS,35 PCS,26 PCS,28 PCS,26 PCS,28 PCS,44 PCS,
002754,V. TELKOMSEL 6 GB 5HR,8 PCS,14 PCS,14 PCS,14 PCS,15 PCS,9 PCS,11 PCS,17 PCS,
TOTAL,59.00,128.00,92.00,79.00,79.00,68.00,69.00,133.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
001387,V. TELKOMSEL 4 GB 1HR,1 PCS,11 PCS,11 PCS,16 PCS,10 PCS,15 PCS,11 PCS,14 PCS,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
002751,V. TELKOMSEL 6 GB 2HR,177 PCS,21 PCS,19 PCS,43 PCS,19 PCS,33 PCS,27 PCS,55 PCS,
002752,V. TELKOMSEL 5 GB 3HR,0 PCS,11 PCS,10 PCS,14 PCS,10 PCS,15 PCS,9 PCS,13 PCS,
002753,V. TELKOMSEL 4 GB 5HR,150 PCS,39 PCS,41 PCS,46 PCS,35 PCS,40 PCS,31 PCS,61 PCS,
002754,V. TELKOMSEL 6 GB 5HR,0 PCS,14 PCS,19 PCS,25 PCS,13 PCS,19 PCS,14 PCS,28 PCS,
TOTAL,328.00,96.00,100.00,144.00,87.00,122.00,92.00,171.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001387,V. TELKOMSEL 4 GB 1HR,13 PCS,11 PCS,491 PCS,,,,,,,
002751,V. TELKOMSEL 6 GB 2HR,37 PCS,35 PCS,1308 PCS,,,,,,,
002752,V. TELKOMSEL 5 GB 3HR,19 PCS,13 PCS,506 PCS,,,,,,,
002753,V. TELKOMSEL 4 GB 5HR,39 PCS,39 PCS,1800 PCS,,,,,,,
002754,V. TELKOMSEL 6 GB 5HR,19 PCS,21 PCS,693 PCS,,,,,,,
TOTAL,127.00,119.00,"4,798.00",,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER TELKOMSEL TEMBAK,SEGEL,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 3 (C),BUNISARI ,DM (C),Gudang,PC 3 (A),RK (C),TOTAL,
001391,V. TELKOMSEL KOSONG 30/09/26,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
TOTAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,Merk,Model,,,,,,,,,
,VOUCER TELKOMSEL TEMBAK,< kosong >,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
002204,V. TELKOMSEL 5 GB 7HR,14 PCS,12 PCS,12 PCS,8 PCS,16 PCS,11 PCS,8 PCS,12 PCS,
002205,V. SVT25 TELKOMSEL 25 GB 28HR,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
TOTAL,14.00,12.00,12.00,8.00,16.00,11.00,8.00,12.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
002204,V. TELKOMSEL 5 GB 7HR,11 PCS,11 PCS,10 PCS,13 PCS,9 PCS,10 PCS,9 PCS,11 PCS,
002205,V. SVT25 TELKOMSEL 25 GB 28HR,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
TOTAL,11.00,11.00,10.00,13.00,9.00,10.00,9.00,11.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
002204,V. TELKOMSEL 5 GB 7HR,13 PCS,11 PCS,17 PCS,11 PCS,9 PCS,9 PCS,10 PCS,9 PCS,
002205,V. SVT25 TELKOMSEL 25 GB 28HR,0 PCS,0 PCS,0 PCS,0 PCS,,0 PCS,0 PCS,0 PCS,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
TOTAL,13.00,11.00,17.00,11.00,9.00,9.00,10.00,9.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
002204,V. TELKOMSEL 5 GB 7HR,5 PCS,11 PCS,9 PCS,12 PCS,8 PCS,9 PCS,7 PCS,9 PCS,
002205,V. SVT25 TELKOMSEL 25 GB 28HR,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,,0 PCS,
TOTAL,5.00,11.00,9.00,12.00,8.00,9.00,7.00,9.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
002204,V. TELKOMSEL 5 GB 7HR,0 PCS,8 PCS,8 PCS,12 PCS,9 PCS,12 PCS,16 PCS,18 PCS,
002205,V. SVT25 TELKOMSEL 25 GB 28HR,403 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
TOTAL,403.00,8.00,8.00,12.00,9.00,12.00,16.00,18.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
002204,V. TELKOMSEL 5 GB 7HR,8 PCS,7 PCS,434 PCS,,,,,,,
002205,V. SVT25 TELKOMSEL 25 GB 28HR,0 PCS,0 PCS,403 PCS,,,,,,,
TOTAL,8.00,7.00,837.00,,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER TRI,< kosong >,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001400,V. TRI 7 GB 28HR,18 PCS,23 PCS,19 PCS,17 PCS,25 PCS,13 PCS,12 PCS,19 PCS,
001403,V. TRI 10 GB 3HR,25 PCS,26 PCS,25 PCS,22 PCS,32 PCS,13 PCS,26 PCS,22 PCS,
001404,V. TRI AON 8 GB,13 PCS,13 PCS,14 PCS,15 PCS,15 PCS,14 PCS,17 PCS,13 PCS,
001405,V. TRI AON 12 GB,6 PCS,4 PCS,6 PCS,3 PCS,5 PCS,7 PCS,7 PCS,2 PCS,
TOTAL,62.00,66.00,64.00,57.00,77.00,47.00,62.00,56.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001400,V. TRI 7 GB 28HR,19 PCS,11 PCS,19 PCS,19 PCS,9 PCS,12 PCS,13 PCS,10 PCS,
001403,V. TRI 10 GB 3HR,26 PCS,20 PCS,31 PCS,29 PCS,20 PCS,21 PCS,19 PCS,16 PCS,
001404,V. TRI AON 8 GB,14 PCS,14 PCS,18 PCS,20 PCS,16 PCS,15 PCS,7 PCS,15 PCS,
001405,V. TRI AON 12 GB,4 PCS,5 PCS,7 PCS,3 PCS,5 PCS,5 PCS,4 PCS,5 PCS,
TOTAL,63.00,50.00,75.00,71.00,50.00,53.00,43.00,46.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001400,V. TRI 7 GB 28HR,8 PCS,17 PCS,24 PCS,12 PCS,9 PCS,8 PCS,9 PCS,10 PCS,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001403,V. TRI 10 GB 3HR,18 PCS,21 PCS,30 PCS,7 PCS,7 PCS,7 PCS,19 PCS,22 PCS,
001404,V. TRI AON 8 GB,13 PCS,8 PCS,15 PCS,15 PCS,9 PCS,9 PCS,10 PCS,13 PCS,
001405,V. TRI AON 12 GB,3 PCS,4 PCS,7 PCS,3 PCS,2 PCS,3 PCS,2 PCS,2 PCS,
TOTAL,42.00,50.00,76.00,37.00,27.00,27.00,40.00,47.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
001400,V. TRI 7 GB 28HR,7 PCS,17 PCS,16 PCS,12 PCS,11 PCS,9 PCS,7 PCS,19 PCS,
001403,V. TRI 10 GB 3HR,13 PCS,16 PCS,18 PCS,18 PCS,18 PCS,14 PCS,21 PCS,32 PCS,
001404,V. TRI AON 8 GB,9 PCS,15 PCS,8 PCS,14 PCS,12 PCS,9 PCS,10 PCS,15 PCS,
001405,V. TRI AON 12 GB,5 PCS,4 PCS,1 PCS,4 PCS,4 PCS,2 PCS,3 PCS,5 PCS,
TOTAL,34.00,52.00,43.00,48.00,45.00,34.00,41.00,71.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
001400,V. TRI 7 GB 28HR,0 PCS,15 PCS,15 PCS,25 PCS,17 PCS,20 PCS,12 PCS,23 PCS,
001403,V. TRI 10 GB 3HR,27 PCS,25 PCS,20 PCS,27 PCS,19 PCS,27 PCS,16 PCS,33 PCS,
001404,V. TRI AON 8 GB,1 PCS,11 PCS,12 PCS,16 PCS,8 PCS,6 PCS,6 PCS,23 PCS,
001405,V. TRI AON 12 GB,0 PCS,1 PCS,5 PCS,4 PCS,4 PCS,1 PCS,5 PCS,4 PCS,
TOTAL,28.00,52.00,52.00,72.00,48.00,54.00,39.00,83.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001400,V. TRI 7 GB 28HR,22 PCS,18 PCS,620 PCS,,,,,,,
001403,V. TRI 10 GB 3HR,25 PCS,20 PCS,893 PCS,,,,,,,
001404,V. TRI AON 8 GB,13 PCS,17 PCS,530 PCS,,,,,,,
001405,V. TRI AON 12 GB,4 PCS,0 PCS,160 PCS,,,,,,,
TOTAL,64.00,55.00,"2,203.00",,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER TRI HARIAN,< kosong >,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001394,V. TRI 8 GB 3HR/5gb 3hr (produk lama),0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
001396,V. TRI 7 GB 2HR,19 PCS,7 PCS,21 PCS,7 PCS,18 PCS,20 PCS,9 PCS,4 PCS,
001397,V. TRI 6 GB 1HR/ 2.5 gb 1hr,12 PCS,12 PCS,6 PCS,14 PCS,12 PCS,20 PCS,17 PCS,0 PCS,
001398,V. TRI 15 GB 7HR/12gb 7hr,24 PCS,13 PCS,12 PCS,9 PCS,9 PCS,13 PCS,5 PCS,7 PCS,
001399,V. TRI 12 GB 5HR/10gb 5hr,19 PCS,24 PCS,24 PCS,14 PCS,33 PCS,21 PCS,11 PCS,23 PCS,
001406,V. TRI 5.5 GB 3HR,42 PCS,28 PCS,6 PCS,28 PCS,34 PCS,26 PCS,21 PCS,32 PCS,
002517,V. TRI 10 GB 5HR/5gb 5hr,28 PCS,26 PCS,18 PCS,24 PCS,27 PCS,29 PCS,22 PCS,24 PCS,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
TOTAL,144.00,110.00,87.00,96.00,133.00,129.00,85.00,90.00,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001394,V. TRI 8 GB 3HR/5gb 3hr (produk lama),0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
001396,V. TRI 7 GB 2HR,25 PCS,34 PCS,34 PCS,14 PCS,22 PCS,15 PCS,30 PCS,17 PCS,
001397,V. TRI 6 GB 1HR/ 2.5 gb 1hr,7 PCS,28 PCS,35 PCS,28 PCS,29 PCS,18 PCS,17 PCS,31 PCS,
001398,V. TRI 15 GB 7HR/12gb 7hr,19 PCS,18 PCS,14 PCS,19 PCS,16 PCS,13 PCS,18 PCS,12 PCS,
001399,V. TRI 12 GB 5HR/10gb 5hr,16 PCS,17 PCS,20 PCS,28 PCS,8 PCS,15 PCS,13 PCS,13 PCS,
001406,V. TRI 5.5 GB 3HR,23 PCS,27 PCS,29 PCS,33 PCS,24 PCS,25 PCS,27 PCS,14 PCS,
002517,V. TRI 10 GB 5HR/5gb 5hr,29 PCS,20 PCS,35 PCS,28 PCS,22 PCS,18 PCS,30 PCS,20 PCS,
TOTAL,119.00,144.00,167.00,150.00,121.00,104.00,135.00,107.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001394,V. TRI 8 GB 3HR/5gb 3hr (produk lama),0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
001396,V. TRI 7 GB 2HR,13 PCS,24 PCS,27 PCS,0 PCS,16 PCS,9 PCS,19 PCS,18 PCS,
001397,V. TRI 6 GB 1HR/ 2.5 gb 1hr,14 PCS,18 PCS,21 PCS,30 PCS,28 PCS,15 PCS,10 PCS,15 PCS,
001398,V. TRI 15 GB 7HR/12gb 7hr,16 PCS,6 PCS,30 PCS,12 PCS,15 PCS,15 PCS,12 PCS,20 PCS,
001399,V. TRI 12 GB 5HR/10gb 5hr,11 PCS,16 PCS,25 PCS,19 PCS,11 PCS,12 PCS,15 PCS,12 PCS,
001406,V. TRI 5.5 GB 3HR,19 PCS,28 PCS,37 PCS,10 PCS,17 PCS,18 PCS,19 PCS,17 PCS,
002517,V. TRI 10 GB 5HR/5gb 5hr,16 PCS,24 PCS,37 PCS,12 PCS,16 PCS,8 PCS,14 PCS,16 PCS,
TOTAL,89.00,116.00,177.00,83.00,103.00,77.00,89.00,98.00,
Kode Item,Nama Item,CIPOREAT,CISA (C),CK (C),CL 1 ,CL 2 ,CL 3 ,CL 4 ,DM (C),
001394,V. TRI 8 GB 3HR/5gb 3hr (produk lama),0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,,0 PCS,
001396,V. TRI 7 GB 2HR,13 PCS,28 PCS,14 PCS,20 PCS,15 PCS,14 PCS,16 PCS,38 PCS,
001397,V. TRI 6 GB 1HR/ 2.5 gb 1hr,9 PCS,30 PCS,16 PCS,6 PCS,15 PCS,6 PCS,7 PCS,7 PCS,
001398,V. TRI 15 GB 7HR/12gb 7hr,14 PCS,21 PCS,13 PCS,6 PCS,10 PCS,6 PCS,12 PCS,20 PCS,
001399,V. TRI 12 GB 5HR/10gb 5hr,9 PCS,20 PCS,16 PCS,13 PCS,14 PCS,12 PCS,15 PCS,19 PCS,
001406,V. TRI 5.5 GB 3HR,27 PCS,20 PCS,25 PCS,19 PCS,15 PCS,22 PCS,19 PCS,33 PCS,
002517,V. TRI 10 GB 5HR/5gb 5hr,15 PCS,31 PCS,27 PCS,23 PCS,24 PCS,10 PCS,22 PCS,28 PCS,
TOTAL,87.00,150.00,111.00,87.00,93.00,70.00,91.00,145.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
001394,V. TRI 8 GB 3HR/5gb 3hr (produk lama),0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),PD 3 (C),RK (C),
001396,V. TRI 7 GB 2HR,0 PCS,26 PCS,31 PCS,34 PCS,18 PCS,19 PCS,23 PCS,25 PCS,
001397,V. TRI 6 GB 1HR/ 2.5 gb 1hr,0 PCS,28 PCS,32 PCS,23 PCS,10 PCS,19 PCS,9 PCS,27 PCS,
001398,V. TRI 15 GB 7HR/12gb 7hr,0 PCS,15 PCS,18 PCS,18 PCS,8 PCS,15 PCS,11 PCS,28 PCS,
001399,V. TRI 12 GB 5HR/10gb 5hr,0 PCS,20 PCS,24 PCS,25 PCS,20 PCS,15 PCS,15 PCS,16 PCS,
001406,V. TRI 5.5 GB 3HR,0 PCS,31 PCS,29 PCS,40 PCS,24 PCS,19 PCS,16 PCS,48 PCS,
002517,V. TRI 10 GB 5HR/5gb 5hr,0 PCS,18 PCS,16 PCS,27 PCS,25 PCS,23 PCS,9 PCS,42 PCS,
TOTAL,0.00,138.00,150.00,167.00,105.00,110.00,83.00,186.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001394,V. TRI 8 GB 3HR/5gb 3hr (produk lama),0 PCS,0 PCS,0 PCS,,,,,,,
001396,V. TRI 7 GB 2HR,20 PCS,26 PCS,802 PCS,,,,,,,
001397,V. TRI 6 GB 1HR/ 2.5 gb 1hr,0 PCS,30 PCS,711 PCS,,,,,,,
001398,V. TRI 15 GB 7HR/12gb 7hr,18 PCS,17 PCS,597 PCS,,,,,,,
001399,V. TRI 12 GB 5HR/10gb 5hr,19 PCS,21 PCS,713 PCS,,,,,,,
001406,V. TRI 5.5 GB 3HR,12 PCS,23 PCS,1006 PCS,,,,,,,
002517,V. TRI 10 GB 5HR/5gb 5hr,21 PCS,25 PCS,929 PCS,,,,,,,
TOTAL,90.00,142.00,"4,758.00",,,,,,,
,Merk,Model,,,,,,,,,
,VOUCER XL,< kosong >,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001408,V. AXIS KOSONG,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
001409,V. XL S 3.5 GB 7HR,3 PCS,2 PCS,11 PCS,6 PCS,10 PCS,12 PCS,0 PCS,3 PCS,
001411,V. XL M 5 GB 7HR,8 PCS,1 PCS,12 PCS,13 PCS,11 PCS,5 PCS,6 PCS,5 PCS,
001412,V. XL KOSONG,,,,,,,,,
001413,V. XL FLEX 16 GB 28HR,1 PCS,4 PCS,2 PCS,2 PCS,3 PCS,5 PCS,5 PCS,2 PCS,
001414,V. XL FLEX M GB 28HR (produk lama),1 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
001415,V. XL FLEX S 7 GB 28HR,5 PCS,2 PCS,8 PCS,10 PCS,6 PCS,11 PCS,10 PCS,12 PCS,
002233,V. XL FLEX MINI 3 GB 1HR,8 PCS,12 PCS,6 PCS,1 PCS,0 PCS,0 PCS,9 PCS,7 PCS,
002412,V. XL FLEX MINI 6 GB 2HR,9 PCS,8 PCS,9 PCS,8 PCS,15 PCS,7 PCS,11 PCS,7 PCS,
002478,V. XL S 2.5 GB 5HR,5 PCS,9 PCS,9 PCS,5 PCS,14 PCS,12 PCS,3 PCS,5 PCS,
002535,V. XL FLEX MINI 4 GB 3HR,16 PCS,14 PCS,1 PCS,13 PCS,21 PCS,15 PCS,1 PCS,14 PCS,
TOTAL,56.00,52.00,58.00,58.00,80.00,67.00,45.00,55.00,
,,,,,Bee Accounting,,,,,,,,
,13/08/2026,,,,,,,,
Kode Item,Nama Item,ASBER 2 (C),BK CIJAMBE ,BK JH1 ,BK JH2 (C),BK5 CIGER ,BK6 ,BK7 ,BK8 BAKSAR ,
001408,V. AXIS KOSONG,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
001409,V. XL S 3.5 GB 7HR,8 PCS,12 PCS,7 PCS,7 PCS,11 PCS,4 PCS,10 PCS,11 PCS,
001411,V. XL M 5 GB 7HR,6 PCS,10 PCS,8 PCS,5 PCS,3 PCS,9 PCS,5 PCS,3 PCS,
001412,V. XL KOSONG,,,,,,,,,
001413,V. XL FLEX 16 GB 28HR,1 PCS,5 PCS,4 PCS,1 PCS,4 PCS,0 PCS,0 PCS,4 PCS,
001414,V. XL FLEX M GB 28HR (produk lama),0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,1 PCS,0 PCS,
001415,V. XL FLEX S 7 GB 28HR,6 PCS,14 PCS,10 PCS,8 PCS,5 PCS,5 PCS,8 PCS,8 PCS,
002233,V. XL FLEX MINI 3 GB 1HR,7 PCS,8 PCS,9 PCS,9 PCS,8 PCS,9 PCS,8 PCS,11 PCS,
002412,V. XL FLEX MINI 6 GB 2HR,8 PCS,12 PCS,6 PCS,9 PCS,10 PCS,10 PCS,12 PCS,7 PCS,
002478,V. XL S 2.5 GB 5HR,9 PCS,10 PCS,5 PCS,10 PCS,2 PCS,7 PCS,1 PCS,3 PCS,
002535,V. XL FLEX MINI 4 GB 3HR,13 PCS,11 PCS,3 PCS,16 PCS,12 PCS,11 PCS,13 PCS,10 PCS,
TOTAL,58.00,82.00,52.00,65.00,55.00,55.00,58.00,57.00,
Kode Item,Nama Item,BK9 BAKSAR ,BKC ,BUNISARI ,CICUKANG ,CIHAURKUK,CIKADUT 2,CIPADUNG 2 ,CIPAGALO ,
001408,V. AXIS KOSONG,0 PCS,0 PCS,0 PCS,0 PCS,,0 PCS,0 PCS,0 PCS,
001409,V. XL S 3.5 GB 7HR,7 PCS,11 PCS,10 PCS,6 PCS,7 PCS,4 PCS,0 PCS,4 PCS,
001411,V. XL M 5 GB 7HR,2 PCS,9 PCS,14 PCS,3 PCS,1 PCS,6 PCS,8 PCS,0 PCS,
001412,V. XL KOSONG,,,,,,,,,
001413,V. XL FLEX 16 GB 28HR,4 PCS,3 PCS,7 PCS,0 PCS,3 PCS,2 PCS,3 PCS,3 PCS,
001414,V. XL FLEX M GB 28HR (produk lama),0 PCS,0 PCS,0 PCS,0 PCS,,0 PCS,0 PCS,0 PCS,
001415,V. XL FLEX S 7 GB 28HR,8 PCS,6 PCS,6 PCS,8 PCS,3 PCS,7 PCS,0 PCS,10 PCS,
002233,V. XL FLEX MINI 3 GB 1HR,1 PCS,15 PCS,4 PCS,6 PCS,0 PCS,6 PCS,7 PCS,5 PCS,
002412,V. XL FLEX MINI 6 GB 2HR,8 PCS,13 PCS,13 PCS,8 PCS,2 PCS,7 PCS,8 PCS,9 PCS,
002478,V. XL S 2.5 GB 5HR,6 PCS,11 PCS,17 PCS,9 PCS,0 PCS,5 PCS,7 PCS,6 PCS,
