,,,Bandar Kuota,,,,,,
,,,Saldo Stock,,,,,,
,,,,,,,,,,,,,
,Group,,,,,,,,,,,,,
,ACC CAMPURAN LAMA,,,,,,,,,,,,,
,Merk,Model,,,,,,,,,,
,CAMPURAN,BATOK,,,,,,,,,,
Kode Item,Nama Item,ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),ASBER 2 (C),BUNISARI ,
001100,BATOK CHARGER DAP D-A4 2.4 A USB DOUBLE,,0 PCS,1 PCS,4 PCS,,,,0 PCS,
001101,BATOK CHARGER DAP D-AT6 SINGLE,,,,2 PCS,0 PCS,,,,
001124,BATOK CHARGER VGEN 2 PORT,,,,,0 PCS,24 PCS,4 PCS,,
001127,BATOK CHARGER XIAOMI ORIGINAL,,,,11 PCS,,,,,
001128,BATOK CHARGER ZBOX R11 3A QUALCOM,2 PCS,,,1 PCS,,,,,
TOTAL,2.00,0.00,1.00,18.00,0.00,24.00,4.00,0.00,
Kode Item,Nama Item,CK (C),DM (C),Gudang,PC 5 (C),RK (C),TOTAL,,,
001100,BATOK CHARGER DAP D-A4 2.4 A USB DOUBLE,,0 PCS,0 PCS,,,5 PCS,,,
001101,BATOK CHARGER DAP D-AT6 SINGLE,,0 PCS,0 PCS,1 PCS,,3 PCS,,,
001124,BATOK CHARGER VGEN 2 PORT,11 PCS,6 PCS,0 PCS,3 PCS,,48 PCS,,,
001127,BATOK CHARGER XIAOMI ORIGINAL,18 PCS,1 PCS,0 PCS,,8 PCS,38 PCS,,,
001128,BATOK CHARGER ZBOX R11 3A QUALCOM,1 PCS,0 PCS,0 PCS,,,4 PCS,,,
TOTAL,30.00,7.00,0.00,4.00,8.00,98.00,,,
,Merk,Model,,,,,,,,,,
,CAMPURAN,CHARGER,,,,,,,,,,
Kode Item,Nama Item,ALFA 6 (C),ASBER 2 (C),TOTAL,,,,,,,
002251,CHARGER QUALCOM,2 PCS,1 PCS,3 PCS,,,,,,,
TOTAL,2.00,1.00,3.00,,,,,,,
,,,,,,Bee Accounting,,,,,,,,,
,15/09/2026,,,,,,,,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,GURITA,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 3 (C),ALFA 5 (C),ALFA 6 (C),BUNISARI ,DM (C),Gudang,PC 4 (C),
001935,GURITA,0 PCS,0 PCS,0 PCS,5 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
TOTAL,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,
Kode Item,Nama Item,PC 5 (C),PD 1 (C),TOTAL,,,,,,,
001935,GURITA,0 PCS,4 PCS,9 PCS,,,,,,,
TOTAL,0.00,4.00,9.00,,,,,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,HANDSFREE,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 3 (C),ALFA 5 (C),ALFA 7 ,ASBER 1 (C),BUNISARI ,CK (C),DM (C),
001030,HF SERI L-99,,,,,,,5 PCS,0 PCS,
001418,HF JBL U402 MIX WARNA,0 PCS,0 PCS,1 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
TOTAL,0.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,
Kode Item,Nama Item,Gudang,PC 5 (C),TOTAL,,,,,,,
001030,HF SERI L-99,0 PCS,,5 PCS,,,,,,,
001418,HF JBL U402 MIX WARNA,0 PCS,0 PCS,1 PCS,,,,,,,
TOTAL,0.00,0.00,6.00,,,,,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,HOLDER HP,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 7 ,BUNISARI ,DM (C),Gudang,PC 5 (C),RK (C),
001421,HOLDER HP HD25 DESKTOP STAND 360 DEG,0 PCS,1 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,,
001819,HOLDER HP HD25 STAND 360,2 PCS,,,1 PCS,0 PCS,0 PCS,0 PCS,,
002876,HOLDER ROBOT RT-CH08,,,,,,,,1 PCS,
TOTAL,2.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,
Kode Item,Nama Item,TOTAL,,,,,,,,,
001421,HOLDER HP HD25 DESKTOP STAND 360 DEG,1 PCS,,,,,,,,,
001819,HOLDER HP HD25 STAND 360,3 PCS,,,,,,,,,
002876,HOLDER ROBOT RT-CH08,1 PCS,,,,,,,,,
TOTAL,5.00,,,,,,,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,KABEL AUX,,,,,,,,,
,,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 7 ,BUNISARI ,DM (C),Gudang,PC 3 (A),PC 5 (C),TOTAL,
001422,KABEL AUX 1 IN 1 3.5 MM,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,1 PCS,0 PCS,1 PCS,
TOTAL,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,
,Merk,Model,,,,,,,,,
,CAMPURAN,KABEL DATA,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 6 (C),ALFA 7 ,ASBER 2 (C),BUNISARI ,
001069,KABEL DATA VGEN MICRO VCS-01,,,1 PCS,,9 PCS,,1 PCS,,
001432,KABEL DATA VIVAN MIKRO MM30 COLOUR,0 PCS,5 PCS,,,16 PCS,8 PCS,,0 PCS,
002227,KABEL DATA IPHONE 7 ORIGINAL,,,,2 PCS,,,,,
TOTAL,0.00,5.00,1.00,2.00,25.00,8.00,1.00,0.00,
Kode Item,Nama Item,CK (C),DM (C),Gudang,PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),RK (C),
001069,KABEL DATA VGEN MICRO VCS-01,3 PCS,0 PCS,0 PCS,,,1 PCS,,1 PCS,
001432,KABEL DATA VIVAN MIKRO MM30 COLOUR,,0 PCS,0 PCS,,0 PCS,,,13 PCS,
002227,KABEL DATA IPHONE 7 ORIGINAL,,,,9 PCS,,,4 PCS,,
TOTAL,3.00,0.00,0.00,9.00,0.00,1.00,4.00,14.00,
Kode Item,Nama Item,SA (C),SS (C),TOTAL,,,,,,,
001069,KABEL DATA VGEN MICRO VCS-01,,1 PCS,17 PCS,,,,,,,
001432,KABEL DATA VIVAN MIKRO MM30 COLOUR,46 PCS,,88 PCS,,,,,,,
002227,KABEL DATA IPHONE 7 ORIGINAL,1 PCS,,16 PCS,,,,,,,
TOTAL,47.00,1.00,121.00,,,,,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,KIPAS ANGIN,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 5 (C),ALFA 7 ,BUNISARI ,DM (C),Gudang,PC 5 (C),PD 1 (C),
001433,KIPAS ANGIN MINI VOTRE,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,1 PCS,0 PCS,
TOTAL,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,
Kode Item,Nama Item,TOTAL,,,,,,,,,
001433,KIPAS ANGIN MINI VOTRE,1 PCS,,,,,,,,,
TOTAL,1.00,,,,,,,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,MEMORI,,,,,,,,,
,,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,,
Kode Item,Nama Item,ALFA 2 (C),ALFA 4 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),ASBER 2 (C),BUNISARI ,DM (C),
001079,MMC TOSHIBA 4GB,,3 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,
002228,MMC TOSHIBA 64GB,0 PCS,,,,0 PCS,0 PCS,,,
TOTAL,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
Kode Item,Nama Item,Gudang,PC 5 (C),RK (C),SA (C),SS (C),TOTAL,,,
001079,MMC TOSHIBA 4GB,0 PCS,0 PCS,0 PCS,,,3 PCS,,,
002228,MMC TOSHIBA 64GB,,,0 PCS,0 PCS,3 PCS,3 PCS,,,
TOTAL,0.00,0.00,0.00,0.00,3.00,6.00,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,NANO SIM,,,,,,,,,
Kode Item,Nama Item,ALFA 2 (C),ALFA 7 ,DM (C),Gudang,PC 3 (A),PC 5 (C),PD 1 (C),TOTAL,
001085,NANO SIM ADAPTOR,4 PCS,0 PCS,3 PCS,0 PCS,0 PCS,1 PCS,1 PCS,9 PCS,
TOTAL,4.00,0.00,3.00,0.00,0.00,1.00,1.00,9.00,
,Merk,Model,,,,,,,,,
,CAMPURAN,OTG,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 4 (C),ALFA 6 (C),ALFA 7 ,BUNISARI ,DM (C),Gudang,
001172,OTG BIASA,,0 PCS,,0 PCS,,,0 PCS,0 PCS,
001174,OTG USB TYPE C,,,,,,,1 PCS,0 PCS,
001435,OTG SMART MINI MICRO V8,0 PCS,,9 PCS,15 PCS,2 PCS,0 PCS,0 PCS,0 PCS,
TOTAL,0.00,0.00,9.00,15.00,2.00,0.00,1.00,0.00,
Kode Item,Nama Item,PC 5 (C),RK (C),SA (C),TOTAL,,,,,,
001172,OTG BIASA,,4 PCS,4 PCS,8 PCS,,,,,,
001174,OTG USB TYPE C,,,,1 PCS,,,,,,
001435,OTG SMART MINI MICRO V8,0 PCS,,,26 PCS,,,,,,
TOTAL,0.00,4.00,4.00,35.00,,,,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,POWERBANK,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 6 (C),ALFA 7 ,BUNISARI ,DM (C),Gudang,PC 4 (C),PC 5 (C),
001214,POWERBANK ADVANCE 3200MAH,,,,,2 PCS,0 PCS,,,
001436,POWERBANK ADVANCE 12000 MAH,1 PCS,1 PCS,2 PCS,2 PCS,0 PCS,0 PCS,1 PCS,0 PCS,
TOTAL,1.00,1.00,2.00,2.00,2.00,0.00,1.00,0.00,
,,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,,
Kode Item,Nama Item,TOTAL,,,,,,,,,
001214,POWERBANK ADVANCE 3200MAH,2 PCS,,,,,,,,,
001436,POWERBANK ADVANCE 12000 MAH,7 PCS,,,,,,,,,
TOTAL,9.00,,,,,,,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,SPEAKER,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),BUNISARI ,DM (C),Gudang,PC 5 (C),TOTAL,,,
001910,SPEAKER ADVANCE ES 010,0 PCS,3 PCS,0 PCS,0 PCS,0 PCS,3 PCS,,,
TOTAL,0.00,3.00,0.00,0.00,0.00,3.00,,,
,Merk,Model,,,,,,,,,
,CAMPURAN,TONGSIS DAN TRIPOD,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 6 (C),ALFA 7 ,BUNISARI ,DM (C),Gudang,PC 3 (A),PC 5 (C),
001337,TONGSIS MONOPOD VOTRE,,7 PCS,2 PCS,,5 PCS,0 PCS,,1 PCS,
001438,TRIPOD 1M 3110/3118,0 PCS,,0 PCS,0 PCS,0 PCS,0 PCS,1 PCS,0 PCS,
TOTAL,0.00,7.00,2.00,0.00,5.00,0.00,1.00,1.00,
Kode Item,Nama Item,TOTAL,,,,,,,,,
001337,TONGSIS MONOPOD VOTRE,15 PCS,,,,,,,,,
001438,TRIPOD 1M 3110/3118,1 PCS,,,,,,,,,
TOTAL,16.00,,,,,,,,,
,Merk,Model,,,,,,,,,
,FOOMEE,BATOK,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 3 (C),ALFA 6 (C),BUNISARI ,DM (C),Gudang,PC 4 (C),RK (C),
001104,BATOK CHARGER FOOMEE CC27S,1 PCS,,,,0 PCS,0 PCS,1 PCS,1 PCS,
001107,BATOK CHARGER FOOMEE CC23S 2.4 A,,1 PCS,1 PCS,0 PCS,0 PCS,0 PCS,,,
002266,BATOK CHARGER FOOMEE CC08 U5V 2.1A,,,,0 PCS,,0 PCS,,1 PCS,
TOTAL,1.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,
Kode Item,Nama Item,TOTAL,,,,,,,,,
001104,BATOK CHARGER FOOMEE CC27S,3 PCS,,,,,,,,,
001107,BATOK CHARGER FOOMEE CC23S 2.4 A,2 PCS,,,,,,,,,
002266,BATOK CHARGER FOOMEE CC08 U5V 2.1A,1 PCS,,,,,,,,,
,,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,,
Kode Item,Nama Item,TOTAL,,,,,,,,,
TOTAL,6.00,,,,,,,,,
,Merk,Model,,,,,,,,,
,FOOMEE,HANDSFREE,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ASBER 1 (C),ASBER 2 (C),
001004,HF FOOMEE QA44,,,,2 PCS,,,,,
001007,HF FOOMEE QA02,,2 PCS,1 PCS,2 PCS,2 PCS,4 PCS,1 PCS,,
001008,HF FOOMEE QA03,0 PCS,,0 PCS,,,,,,
001009,HF FOOMEE QA06,1 PCS,,,1 PCS,,,,,
001010,HF FOOMEE QA09S,1 PCS,0 PCS,2 PCS,0 PCS,0 PCS,0 PCS,,1 PCS,
001012,HF FOOMEE QA31,,0 PCS,0 PCS,,,,,,
001892,HF FOOMEE QA15,0 PCS,,,,,1 PCS,,,
002245,HF FOOMEE QA08,,,,,,,2 PCS,1 PCS,
TOTAL,2.00,2.00,3.00,5.00,2.00,5.00,3.00,2.00,
Kode Item,Nama Item,BK7 ,BUNISARI ,CISA (C),CK (C),DM (C),Gudang,PC 5 (C),PD 1 (C),
001004,HF FOOMEE QA44,,2 PCS,0 PCS,,1 PCS,0 PCS,,,
001007,HF FOOMEE QA02,,,0 PCS,,0 PCS,0 PCS,,8 PCS,
001008,HF FOOMEE QA03,2 PCS,,,,0 PCS,0 PCS,,,
001009,HF FOOMEE QA06,,,,,0 PCS,0 PCS,,1 PCS,
001010,HF FOOMEE QA09S,,2 PCS,,1 PCS,0 PCS,0 PCS,,3 PCS,
001012,HF FOOMEE QA31,0 PCS,1 PCS,,0 PCS,0 PCS,0 PCS,,2 PCS,
001892,HF FOOMEE QA15,,4 PCS,,,0 PCS,0 PCS,0 PCS,,
002245,HF FOOMEE QA08,,,,,,,,4 PCS,
