,,,Bandar Kuota,,,,,,
,,,Saldo Stock,,,,,,
,,,,,,,,,,,,,
,Group,,,,,,,,,,,,,
,ACC CAMPURAN LAMA,,,,,,,,,,,,,
,Merk,Model,,,,,,,,,,
,CAMPURAN,BATOK,,,,,,,,,,
Kode Item,Nama Item,ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),ASBER 2 (C),BUNISARI ,
TOTAL,2.00,9.00,0.00,1.00,1.00,0.00,0.00,18.00,
Kode Item,Nama Item,RK (C),SS (C),TOTAL,,,,,,,
001004,HF FOOMEE QA44,,,5 PCS,,,,,,,
001007,HF FOOMEE QA02,0 PCS,,20 PCS,,,,,,,
001008,HF FOOMEE QA03,,,2 PCS,,,,,,,
001009,HF FOOMEE QA06,1 PCS,,4 PCS,,,,,,,
001010,HF FOOMEE QA09S,,0 PCS,10 PCS,,,,,,,
001012,HF FOOMEE QA31,,,3 PCS,,,,,,,
001892,HF FOOMEE QA15,1 PCS,,6 PCS,,,,,,,
002245,HF FOOMEE QA08,1 PCS,,8 PCS,,,,,,,
,,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,,
Kode Item,Nama Item,RK (C),SS (C),TOTAL,,,,,,,
TOTAL,3.00,0.00,58.00,,,,,,,
,Merk,Model,,,,,,,,,
,FOOMEE,KABEL DATA,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
001032,KABEL DATA FOOMEE NT10X,0 PCS,0 PCS,3 PCS,12 PCS,21 PCS,4 PCS,0 PCS,18 PCS,
001033,KABEL DATA FOOMEE NK10S TYPE C,,,,,,5 PCS,,,
001034,KABEL DATA FOOMEE DT10S MIKRO,,,,,,,,,
001035,KABEL DATA FOOMEE NP10,3 PCS,,4 PCS,,,,0 PCS,5 PCS,
001037,KABEL DATA FOOMEE NY10S,0 PCS,0 PCS,0 PCS,3 PCS,4 PCS,2 PCS,0 PCS,0 PCS,
001038,KABEL DATA FOOMEE NL10,0 PCS,0 PCS,11 PCS,9 PCS,8 PCS,12 PCS,0 PCS,10 PCS,
001067,KABEL DATA FOOMEE NA11 TYPE C,,,0 PCS,1 PCS,,,,,
001068,KABEL DATA FOOMEE NJ10D TYPE C,,0 PCS,,0 PCS,,1 PCS,,,
001423,KABEL DATA FOOMEE FD116L IPHONE 2.4A FAST,2 PCS,,,,,,,,
001424,KABEL DATA FOOMEE NT10E MIKRO,0 PCS,0 PCS,,8 PCS,,39 PCS,0 PCS,19 PCS,
001425,KABEL DATA FOOMEE NA01 MIKRO 2.4A,1 PCS,0 PCS,,,,,,,
001427,KABEL DATA FOOMEE NS09S TYPE C 1M 3A,0 PCS,2 PCS,0 PCS,,,,0 PCS,,
001821,KABEL DATA FOOMEE DB09 TYPCE NEW,1 PCS,1 PCS,,1 PCS,,,,,
001822,KABEL DATA FOOMEE DB09 TYPCE OLD,4 PCS,,,,,,,,
001823,KABEL DATA FOOMEE DD09 MIKRO ELBOW,3 PCS,2 PCS,2 PCS,4 PCS,1 PCS,,,,
001824,KABEL DATA FOOMEE MR101M MIKRO,2 PCS,,,,,,,,
001893,KABEL DATA FOOMEE NT13-C,0 PCS,3 PCS,,,,,,,
001894,KABEL DATA FOOMEE NT13-L IPHONE,0 PCS,15 PCS,,,,,,,
001895,KABEL DATA FOOMEE NT13-M MIKRO,0 PCS,,,,,,,5 PCS,
001927,KABEL DATA FOOMEE NH10D MIKRO,0 PCS,,,,2 PCS,,,,
002248,KABEL DATA FOOMEE NP10S,,0 PCS,,8 PCS,,,,,
002249,KABEL DATA FOOMEE NA10D,,,7 PCS,,,5 PCS,,,
,,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 4 (C),ALFA 5 (C),ALFA 6 (C),ALFA 7 ,ASBER 1 (C),
002260,KABEL DATA FOOMEE FD116M 2.4A,,,,,,,,,
002605,KABEL DATA FOOMEE NK11,,0 PCS,,,,,,,
002608,KABEL FOOMEE FD101,,0 PCS,,,,,,,
TOTAL,16.00,23.00,27.00,46.00,36.00,68.00,0.00,57.00,
Kode Item,Nama Item,ASBER 2 (C),BK7 ,BUNISARI ,CISA (C),CK (C),DM (C),Gudang,PC 3 (A),
001032,KABEL DATA FOOMEE NT10X,,,2 PCS,,,0 PCS,0 PCS,2 PCS,
001033,KABEL DATA FOOMEE NK10S TYPE C,,,,,1 PCS,0 PCS,0 PCS,,
001034,KABEL DATA FOOMEE DT10S MIKRO,,,,,2 PCS,2 PCS,0 PCS,,
001035,KABEL DATA FOOMEE NP10,2 PCS,,4 PCS,,1 PCS,0 PCS,0 PCS,,
001037,KABEL DATA FOOMEE NY10S,0 PCS,,2 PCS,0 PCS,1 PCS,0 PCS,0 PCS,1 PCS,
001038,KABEL DATA FOOMEE NL10,10 PCS,,9 PCS,2 PCS,8 PCS,11 PCS,0 PCS,3 PCS,
001067,KABEL DATA FOOMEE NA11 TYPE C,1 PCS,,,,2 PCS,0 PCS,0 PCS,,
001068,KABEL DATA FOOMEE NJ10D TYPE C,,,0 PCS,,1 PCS,0 PCS,0 PCS,,
001423,KABEL DATA FOOMEE FD116L IPHONE 2.4A FAST,,,1 PCS,,,0 PCS,0 PCS,,
001424,KABEL DATA FOOMEE NT10E MIKRO,11 PCS,,0 PCS,,1 PCS,0 PCS,0 PCS,,
001425,KABEL DATA FOOMEE NA01 MIKRO 2.4A,,,0 PCS,0 PCS,,0 PCS,0 PCS,,
001427,KABEL DATA FOOMEE NS09S TYPE C 1M 3A,,,0 PCS,0 PCS,,0 PCS,0 PCS,,
001821,KABEL DATA FOOMEE DB09 TYPCE NEW,,1 PCS,0 PCS,,,0 PCS,0 PCS,,
001822,KABEL DATA FOOMEE DB09 TYPCE OLD,,,0 PCS,,,0 PCS,0 PCS,,
001823,KABEL DATA FOOMEE DD09 MIKRO ELBOW,,,4 PCS,,4 PCS,0 PCS,0 PCS,,
001824,KABEL DATA FOOMEE MR101M MIKRO,,,0 PCS,,,0 PCS,0 PCS,,
001893,KABEL DATA FOOMEE NT13-C,,,1 PCS,,,0 PCS,0 PCS,,
001894,KABEL DATA FOOMEE NT13-L IPHONE,,,6 PCS,,,0 PCS,0 PCS,,
001895,KABEL DATA FOOMEE NT13-M MIKRO,,,3 PCS,,,0 PCS,0 PCS,,
001927,KABEL DATA FOOMEE NH10D MIKRO,,3 PCS,0 PCS,,,0 PCS,0 PCS,,
002248,KABEL DATA FOOMEE NP10S,1 PCS,,,,,,0 PCS,,
,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,
Kode Item,Nama Item,ASBER 2 (C),BK7 ,BUNISARI ,CISA (C),CK (C),DM (C),Gudang,PC 3 (A),
002249,KABEL DATA FOOMEE NA10D,2 PCS,,,,,,,,
002260,KABEL DATA FOOMEE FD116M 2.4A,,1 PCS,,,,,,,
002605,KABEL DATA FOOMEE NK11,,,,,,,,,
002608,KABEL FOOMEE FD101,,,,,,,,,
TOTAL,27.00,5.00,32.00,2.00,21.00,13.00,0.00,6.00,
Kode Item,Nama Item,PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),RK (C),SA (C),SS (C),TOTAL,
001032,KABEL DATA FOOMEE NT10X,3 PCS,0 PCS,4 PCS,,6 PCS,0 PCS,,75 PCS,
001033,KABEL DATA FOOMEE NK10S TYPE C,6 PCS,,1 PCS,,0 PCS,,,13 PCS,
001034,KABEL DATA FOOMEE DT10S MIKRO,,,,,,,0 PCS,4 PCS,
001035,KABEL DATA FOOMEE NP10,,0 PCS,,,,,,19 PCS,
001037,KABEL DATA FOOMEE NY10S,4 PCS,0 PCS,2 PCS,0 PCS,0 PCS,1 PCS,0 PCS,20 PCS,
001038,KABEL DATA FOOMEE NL10,20 PCS,0 PCS,,,10 PCS,,1 PCS,124 PCS,
001067,KABEL DATA FOOMEE NA11 TYPE C,,,,,,,,4 PCS,
001068,KABEL DATA FOOMEE NJ10D TYPE C,,,,,6 PCS,,,8 PCS,
001423,KABEL DATA FOOMEE FD116L IPHONE 2.4A FAST,,0 PCS,,,,,2 PCS,5 PCS,
001424,KABEL DATA FOOMEE NT10E MIKRO,9 PCS,0 PCS,,,26 PCS,,,113 PCS,
001425,KABEL DATA FOOMEE NA01 MIKRO 2.4A,,0 PCS,,,1 PCS,,,2 PCS,
001427,KABEL DATA FOOMEE NS09S TYPE C 1M 3A,,0 PCS,,,2 PCS,,,4 PCS,
001821,KABEL DATA FOOMEE DB09 TYPCE NEW,,0 PCS,,1 PCS,,,,5 PCS,
001822,KABEL DATA FOOMEE DB09 TYPCE OLD,,0 PCS,,3 PCS,,,,7 PCS,
001823,KABEL DATA FOOMEE DD09 MIKRO ELBOW,,0 PCS,,3 PCS,5 PCS,,4 PCS,32 PCS,
001824,KABEL DATA FOOMEE MR101M MIKRO,,0 PCS,,,,,,2 PCS,
001893,KABEL DATA FOOMEE NT13-C,,0 PCS,,0 PCS,,,,4 PCS,
001894,KABEL DATA FOOMEE NT13-L IPHONE,,0 PCS,,,,0 PCS,,21 PCS,
001895,KABEL DATA FOOMEE NT13-M MIKRO,,0 PCS,,0 PCS,,,,8 PCS,
001927,KABEL DATA FOOMEE NH10D MIKRO,,0 PCS,,,2 PCS,,,7 PCS,
,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,
Kode Item,Nama Item,PC 4 (C),PC 5 (C),PD 1 (C),PD 2 (C),RK (C),SA (C),SS (C),TOTAL,
002248,KABEL DATA FOOMEE NP10S,2 PCS,,1 PCS,,0 PCS,,,12 PCS,
002249,KABEL DATA FOOMEE NA10D,,,,,2 PCS,,,16 PCS,
002260,KABEL DATA FOOMEE FD116M 2.4A,,,,,,,,1 PCS,
002605,KABEL DATA FOOMEE NK11,,,,,,,,0 PCS,
002608,KABEL FOOMEE FD101,,,,,,,,0 PCS,
TOTAL,44.00,0.00,8.00,7.00,60.00,1.00,7.00,506.00,
,Merk,Model,,,,,,,,,
,INFINIX,CASE HP,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 5 (C),ASBER 2 (C),CISA (C),CK (C),DM (C),
001151,DOVE INFINIX HOT 10,2 PCS,3 PCS,3 PCS,3 PCS,0 PCS,2 PCS,0 PCS,2 PCS,
TOTAL,2.00,3.00,3.00,3.00,0.00,2.00,0.00,2.00,
Kode Item,Nama Item,Gudang,PC 3 (A),PC 5 (C),PD 2 (C),TOTAL,,,,,
001151,DOVE INFINIX HOT 10,0 PCS,0 PCS,2 PCS,0 PCS,17 PCS,,,,,
TOTAL,0.00,0.00,2.00,0.00,17.00,,,,,
,Merk,Model,,,,,,,,,
,INFINIX,CASING DOVE,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 5 (C),ASBER 2 (C),BUNISARI ,CISA (C),CK (C),
001152,DOVE INFINIX HOT 9,0 PCS,5 PCS,3 PCS,5 PCS,1 PCS,,4 PCS,0 PCS,
001153,DOVE INFINIX HOT 9 PLAY/10 PLAY/11 PLAY,,,,,,,,,
001519,DOVE INFINIX HOT 10S,1 PCS,4 PCS,,,,0 PCS,,,
001520,DOVE INFINIX HOT 11,3 PCS,5 PCS,4 PCS,5 PCS,1 PCS,0 PCS,2 PCS,0 PCS,
TOTAL,4.00,14.00,7.00,10.00,2.00,0.00,6.00,0.00,
Kode Item,Nama Item,DM (C),Gudang,PC 3 (A),PC 5 (C),PD 1 (C),PD 2 (C),TOTAL,,
001152,DOVE INFINIX HOT 9,1 PCS,0 PCS,1 PCS,2 PCS,2 PCS,1 PCS,25 PCS,,
001153,DOVE INFINIX HOT 9 PLAY/10 PLAY/11 PLAY,2 PCS,0 PCS,0 PCS,,,,2 PCS,,
001519,DOVE INFINIX HOT 10S,0 PCS,0 PCS,,2 PCS,,,7 PCS,,
001520,DOVE INFINIX HOT 11,0 PCS,0 PCS,2 PCS,5 PCS,2 PCS,1 PCS,30 PCS,,
TOTAL,3.00,0.00,3.00,9.00,4.00,2.00,64.00,,
,Merk,Model,,,,,,,,,
,INFINIX,CASING MOTIF,,,,,,,,,
,,,,,Bee Accounting,,,,,,,,
,15/09/2026,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),BUNISARI ,DM (C),Gudang,PC 5 (C),PD 1 (C),TOTAL,,
001446,CASE MOTIF SS077 INFINIX SMART 6,0 PCS,0 PCS,0 PCS,0 PCS,0 PCS,1 PCS,1 PCS,,
TOTAL,0.00,0.00,0.00,0.00,0.00,1.00,1.00,,
,Merk,Model,,,,,,,,,
,INFINIX,CM,,,,,,,,,
Kode Item,Nama Item,ALFA 1 (C),ALFA 2 (C),ALFA 3 (C),ALFA 5 (C),ASBER 2 (C),BUNISARI ,CISA (C),CK (C),
001448,CM INFINIX HOT 10,3 PCS,2 PCS,1 PCS,0 PCS,1 PCS,0 PCS,0 PCS,,
001449,CM INFINIX HOT 10S,0 PCS,,,,0 PCS,0 PCS,1 PCS,,
001450,CM INFINIX HOT 11,0 PCS,4 PCS,,,,0 PCS,,,
